,caseid,Country code and phase,Cluster number,Household number,Respondent's line number ,Ultimate area unit,Women's individual sample weight (6 decimals),Month of interview,Year of interview,Date of interview (CMC),Respondent's month of birth,Respondent's year of birth,Date of birth (CMC),Respondent's current age,Age in 5-year groups,Total children ever born,Sons at home,Daughters at home,Sons elsewhere,Daughters elsewhere,Sons who have died,Daughters who have died
2801,72 25  5,ZZ6,72,25,5,72,640445,9,2015,1389,12,1974,900,40,40-44,2,0,0,1,1,0,0
2802,72 26  5,ZZ6,72,26,5,72,640445,9,2015,1389,1,1999,1189,16,15-19,0,0,0,0,0,0,0
2803,72 27  2,ZZ6,72,27,2,72,640445,9,2015,1389,4,1983,1000,32,30-34,3,0,1,1,1,0,0
2804,72 27  3,ZZ6,72,27,3,72,640445,9,2015,1389,6,1987,1050,28,25-29,0,0,0,0,0,0,0
2805,72 28  2,ZZ6,72,28,2,72,640445,9,2015,1389,1,1972,865,43,40-44,3,2,1,0,0,0,0
2806,72 28  3,ZZ6,72,28,3,72,640445,9,2015,1389,11,1990,1091,24,20-24,2,2,0,0,0,0,0
2807,72 30  3,ZZ6,72,30,3,72,640445,9,2015,1389,10,1994,1138,20,20-24,0,0,0,0,0,0,0
2808,72 30  5,ZZ6,72,30,5,72,640445,9,2015,1389,2,2000,1202,15,15-19,0,0,0,0,0,0,0
2809,72 31  4,ZZ6,72,31,4,72,640445,9,2015,1389,4,1993,1120,22,20-24,1,0,1,0,0,0,0
2810,73  1  2,ZZ6,73,1,2,73,1047720,7,2015,1387,1,1990,1081,25,25-29,4,1,0,0,0,0,3
2811,73  2  2,ZZ6,73,2,2,73,1047720,7,2015,1387,12,1986,1044,28,25-29,2,0,2,0,0,0,0
2812,73  3  2,ZZ6,73,3,2,73,1047720,7,2015,1387,6,1966,798,49,45-49,6,1,1,1,1,2,0
2813,73  4  8,ZZ6,73,4,8,73,1047720,7,2015,1387,2,1998,1178,17,15-19,0,0,0,0,0,0,0
2814,73  5  3,ZZ6,73,5,3,73,1047720,7,2015,1387,1,1999,1189,16,15-19,0,0,0,0,0,0,0
2815,73  6  1,ZZ6,73,6,1,73,1047720,7,2015,1387,2,1970,842,45,45-49,6,5,0,0,1,0,0
2816,73  7  4,ZZ6,73,7,4,73,1047720,7,2015,1387,4,1995,1144,20,20-24,2,1,1,0,0,0,0
2817,73  8  2,ZZ6,73,8,2,73,1047720,7,2015,1387,12,1972,876,42,40-44,9,1,0,6,2,0,0
2818,73  9  2,ZZ6,73,9,2,73,1047720,7,2015,1387,11,1979,959,35,35-39,7,2,1,0,2,1,1
2819,73 10  2,ZZ6,73,10,2,73,1047720,7,2015,1387,3,1970,843,45,45-49,4,0,0,0,3,1,0
2820,73 11  1,ZZ6,73,11,1,73,1047720,7,2015,1387,3,1967,807,48,45-49,5,2,2,0,1,0,0
2821,73 11  4,ZZ6,73,11,4,73,1047720,7,2015,1387,12,1996,1164,18,15-19,0,0,0,0,0,0,0
2822,73 11  5,ZZ6,73,11,5,73,1047720,7,2015,1387,7,1999,1195,16,15-19,0,0,0,0,0,0,0
2823,73 12  2,ZZ6,73,12,2,73,1047720,7,2015,1387,11,1987,1055,27,25-29,5,2,2,0,0,0,1
2824,73 13  2,ZZ6,73,13,2,73,1047720,7,2015,1387,11,1978,947,36,35-39,5,2,1,0,0,2,0
2825,73 14  1,ZZ6,73,14,1,73,1047720,7,2015,1387,7,1979,955,36,35-39,6,0,0,1,0,2,3
2826,73 15  2,ZZ6,73,15,2,73,1047720,7,2015,1387,4,1975,904,40,40-44,8,1,0,2,3,1,1
2827,73 15  3,ZZ6,73,15,3,73,1047720,7,2015,1387,6,1973,882,42,40-44,4,0,3,0,0,1,0
2828,73 15  4,ZZ6,73,15,4,73,1047720,7,2015,1387,1,1990,1081,25,25-29,1,0,1,0,0,0,0
2829,73 17  1,ZZ6,73,17,1,73,1047720,7,2015,1387,12,1977,936,37,35-39,5,2,3,0,0,0,0
2830,73 17  2,ZZ6,73,17,2,73,1047720,7,2015,1387,5,1997,1169,18,15-19,0,0,0,0,0,0,0
2831,73 18  2,ZZ6,73,18,2,73,1047720,7,2015,1387,7,1987,1051,28,25-29,4,2,2,0,0,0,0
2832,73 19  1,ZZ6,73,19,1,73,1047720,7,2015,1387,7,1967,811,48,45-49,6,0,1,1,4,0,0
2833,73 20  5,ZZ6,73,20,5,73,1047720,7,2015,1387,4,1997,1168,18,15-19,1,0,0,1,0,0,0
2834,73 20  6,ZZ6,73,20,6,73,1047720,7,2015,1387,5,1990,1085,25,25-29,2,1,1,0,0,0,0
2835,73 20  8,ZZ6,73,20,8,73,1047720,7,2015,1387,1,1997,1165,18,15-19,0,0,0,0,0,0,0
2836,73 20 12,ZZ6,73,20,12,73,1047720,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
2837,73 21  2,ZZ6,73,21,2,73,1047720,7,2015,1387,5,1986,1037,29,25-29,6,4,1,0,0,1,0
2838,73 22  4,ZZ6,73,22,4,73,1047720,7,2015,1387,4,1992,1108,23,20-24,1,1,0,0,0,0,0
2839,73 26  2,ZZ6,73,26,2,73,1047720,7,2015,1387,6,1994,1134,21,20-24,3,2,0,0,0,1,0
2840,73 27  1,ZZ6,73,27,1,73,1047720,7,2015,1387,1,1987,1045,28,25-29,2,0,2,0,0,0,0
2841,73 27  3,ZZ6,73,27,3,73,1047720,7,2015,1387,10,1995,1150,19,15-19,0,0,0,0,0,0,0
2842,73 28  2,ZZ6,73,28,2,73,1047720,7,2015,1387,7,1988,1063,27,25-29,4,2,2,0,0,0,0
2843,73 30  1,ZZ6,73,30,1,73,1047720,7,2015,1387,5,1975,905,40,40-44,8,3,4,0,0,1,0
2844,73 31  2,ZZ6,73,31,2,73,1047720,7,2015,1387,3,1997,1167,18,15-19,2,2,0,0,0,0,0
2845,74  2  2,ZZ6,74,2,2,74,313600,8,2015,1388,9,1966,801,48,45-49,9,1,3,1,1,1,2
2846,74  2  3,ZZ6,74,2,3,74,313600,8,2015,1388,2,1993,1118,22,20-24,1,0,1,0,0,0,0
2847,74  2  5,ZZ6,74,2,5,74,313600,8,2015,1388,6,2000,1206,15,15-19,0,0,0,0,0,0,0
2848,74  3  2,ZZ6,74,3,2,74,313600,8,2015,1388,7,1970,847,45,45-49,7,2,1,0,3,0,1
2849,74  3  7,ZZ6,74,3,7,74,313600,8,2015,1388,3,1999,1191,16,15-19,1,1,0,0,0,0,0
2850,74  4  2,ZZ6,74,4,2,74,313600,8,2015,1388,11,1987,1055,27,25-29,4,2,1,0,1,0,0
2851,74  6  2,ZZ6,74,6,2,74,313600,8,2015,1388,12,1969,840,45,45-49,5,0,0,2,1,1,1
2852,74  7  2,ZZ6,74,7,2,74,313600,8,2015,1388,1,1969,829,46,45-49,10,2,0,1,2,3,2
2853,74  8  2,ZZ6,74,8,2,74,313600,8,2015,1388,11,1965,791,49,45-49,7,1,1,2,0,2,1
2854,74  8  3,ZZ6,74,8,3,74,313600,8,2015,1388,3,2000,1203,15,15-19,0,0,0,0,0,0,0
2855,74 12  2,ZZ6,74,12,2,74,313600,8,2015,1388,4,1978,940,37,35-39,3,1,1,0,0,1,0
2856,74 12  5,ZZ6,74,12,5,74,313600,8,2015,1388,7,1967,811,48,45-49,3,1,1,1,0,0,0
2857,74 12  9,ZZ6,74,12,9,74,313600,8,2015,1388,10,1994,1138,20,20-24,1,0,0,0,0,0,1
2858,74 13  3,ZZ6,74,13,3,74,313600,8,2015,1388,10,1986,1042,28,25-29,1,1,0,0,0,0,0
2859,74 14  2,ZZ6,74,14,2,74,313600,8,2015,1388,9,1965,789,49,45-49,3,0,0,0,3,0,0
2860,74 15  2,ZZ6,74,15,2,74,313600,8,2015,1388,11,1992,1115,22,20-24,4,2,1,0,0,0,1
2861,74 16  1,ZZ6,74,16,1,74,313600,8,2015,1388,3,1966,795,49,45-49,7,3,2,0,0,1,1
2862,74 16  3,ZZ6,74,16,3,74,313600,8,2015,1388,10,1993,1126,21,20-24,1,0,0,1,0,0,0
2863,74 16  6,ZZ6,74,16,6,74,313600,8,2015,1388,7,2000,1207,15,15-19,0,0,0,0,0,0,0
2864,74 17  2,ZZ6,74,17,2,74,313600,8,2015,1388,7,1993,1123,22,20-24,0,0,0,0,0,0,0
2865,74 18  3,ZZ6,74,18,3,74,313600,8,2015,1388,1,1999,1189,16,15-19,0,0,0,0,0,0,0
2866,74 18  9,ZZ6,74,18,9,74,313600,8,2015,1388,7,1992,1111,23,20-24,2,1,1,0,0,0,0
2867,74 19  2,ZZ6,74,19,2,74,313600,8,2015,1388,3,1980,963,35,35-39,6,1,2,0,0,2,1
2868,74 20  3,ZZ6,74,20,3,74,313600,8,2015,1388,11,1998,1187,16,15-19,0,0,0,0,0,0,0
2869,74 21  3,ZZ6,74,21,3,74,313600,8,2015,1388,5,1997,1169,18,15-19,0,0,0,0,0,0,0
2870,74 21  4,ZZ6,74,21,4,74,313600,8,2015,1388,2,2000,1202,15,15-19,0,0,0,0,0,0,0
2871,74 22  1,ZZ6,74,22,1,74,313600,8,2015,1388,10,1967,814,47,45-49,5,1,1,1,0,2,0
2872,74 22  3,ZZ6,74,22,3,74,313600,8,2015,1388,2,1999,1190,16,15-19,0,0,0,0,0,0,0
2873,74 23  4,ZZ6,74,23,4,74,313600,8,2015,1388,12,1993,1128,21,20-24,1,0,1,0,0,0,0
2874,74 24  1,ZZ6,74,24,1,74,313600,8,2015,1388,2,1966,794,49,45-49,10,1,2,1,0,4,2
2875,74 24  3,ZZ6,74,24,3,74,313600,8,2015,1388,7,1997,1171,18,15-19,0,0,0,0,0,0,0
2876,74 26  2,ZZ6,74,26,2,74,313600,8,2015,1388,9,1965,789,49,45-49,5,1,0,2,1,0,1
2877,74 28  1,ZZ6,74,28,1,74,313600,8,2015,1388,9,1977,933,37,35-39,6,3,0,1,1,0,1
2878,74 29  1,ZZ6,74,29,1,74,313600,8,2015,1388,6,1980,966,35,35-39,7,2,0,0,2,1,2
2879,74 30  1,ZZ6,74,30,1,74,313600,8,2015,1388,7,1980,967,35,35-39,5,1,1,0,0,2,1
2880,74 31  1,ZZ6,74,31,1,74,313600,8,2015,1388,4,1993,1120,22,20-24,3,2,0,1,0,0,0
2881,75  2  1,ZZ6,75,2,1,75,418967,6,2015,1386,5,1970,845,45,45-49,8,0,2,3,2,1,0
2882,75  6  2,ZZ6,75,6,2,75,418967,6,2015,1386,5,1984,1013,31,30-34,7,0,0,3,1,2,1
2883,75  6  3,ZZ6,75,6,3,75,418967,6,2015,1386,5,1981,977,34,30-34,5,0,0,0,4,1,0
2884,75  7  1,ZZ6,75,7,1,75,418967,6,2015,1386,7,1969,835,45,45-49,7,0,0,2,1,3,1
2885,75 10  1,ZZ6,75,10,1,75,418967,6,2015,1386,3,1978,939,37,35-39,2,1,1,0,0,0,0
2886,75 11  1,ZZ6,75,11,1,75,418967,6,2015,1386,8,1984,1016,30,30-34,3,1,1,1,0,0,0
2887,75 14  2,ZZ6,75,14,2,75,418967,6,2015,1386,6,1978,942,37,35-39,6,2,2,1,1,0,0
2888,75 18  2,ZZ6,75,18,2,75,418967,6,2015,1386,1,1995,1141,20,20-24,1,1,0,0,0,0,0
2889,75 19  2,ZZ6,75,19,2,75,418967,6,2015,1386,5,1985,1025,30,30-34,2,1,0,0,0,0,1
2890,76  2  2,ZZ6,76,2,2,76,553428,9,2015,1389,6,1976,918,39,35-39,4,1,3,0,0,0,0
2891,76  2  3,ZZ6,76,2,3,76,553428,9,2015,1389,7,2000,1207,15,15-19,0,0,0,0,0,0,0
2892,76  3  1,ZZ6,76,3,1,76,553428,9,2015,1389,8,1991,1100,24,20-24,1,1,0,0,0,0,0
2893,76  4  2,ZZ6,76,4,2,76,553428,9,2015,1389,1,1993,1117,22,20-24,3,1,1,0,0,0,1
2894,76  6  9,ZZ6,76,6,9,76,553428,9,2015,1389,4,1985,1024,30,30-34,3,0,1,1,0,1,0
2895,76  7  4,ZZ6,76,7,4,76,553428,9,2015,1389,2,1984,1010,31,30-34,5,3,0,0,0,1,1
2896,76  8  6,ZZ6,76,8,6,76,553428,9,2015,1389,5,1980,965,35,35-39,5,1,3,1,0,0,0
2897,76  9  1,ZZ6,76,9,1,76,553428,9,2015,1389,5,1982,989,33,30-34,0,0,0,0,0,0,0
2898,76 11  2,ZZ6,76,11,2,76,553428,9,2015,1389,11,1974,899,40,40-44,2,0,0,0,2,0,0
2899,76 12  3,ZZ6,76,12,3,76,553428,9,2015,1389,5,1999,1193,16,15-19,0,0,0,0,0,0,0
2900,76 12  4,ZZ6,76,12,4,76,553428,9,2015,1389,3,1997,1167,18,15-19,0,0,0,0,0,0,0
2901,76 12  7,ZZ6,76,12,7,76,553428,9,2015,1389,4,1970,844,45,45-49,3,0,1,0,2,0,0
2902,76 12  8,ZZ6,76,12,8,76,553428,9,2015,1389,1,1999,1189,16,15-19,0,0,0,0,0,0,0
2903,76 14  2,ZZ6,76,14,2,76,553428,9,2015,1389,5,1979,953,36,35-39,4,0,1,2,1,0,0
2904,76 15  4,ZZ6,76,15,4,76,553428,9,2015,1389,4,1997,1168,18,15-19,0,0,0,0,0,0,0
2905,76 16  8,ZZ6,76,16,8,76,553428,9,2015,1389,4,1998,1180,17,15-19,0,0,0,0,0,0,0
2906,76 17  2,ZZ6,76,17,2,76,553428,9,2015,1389,6,2000,1206,15,15-19,0,0,0,0,0,0,0
2907,76 18  2,ZZ6,76,18,2,76,553428,9,2015,1389,12,1973,888,41,40-44,6,2,2,1,1,0,0
2908,76 18  3,ZZ6,76,18,3,76,553428,9,2015,1389,6,1980,966,35,35-39,1,0,0,0,1,0,0
2909,76 18  4,ZZ6,76,18,4,76,553428,9,2015,1389,11,1987,1055,27,25-29,1,1,0,0,0,0,0
2910,76 18  8,ZZ6,76,18,8,76,553428,9,2015,1389,1,1990,1081,25,25-29,0,0,0,0,0,0,0
2911,76 19  2,ZZ6,76,19,2,76,553428,9,2015,1389,7,1997,1171,18,15-19,1,1,0,0,0,0,0
2912,76 21  2,ZZ6,76,21,2,76,553428,9,2015,1389,6,1989,1074,26,25-29,0,0,0,0,0,0,0
2913,76 21  7,ZZ6,76,21,7,76,553428,9,2015,1389,2,1985,1022,30,30-34,6,1,1,1,1,2,0
2914,76 21  8,ZZ6,76,21,8,76,553428,9,2015,1389,5,1992,1109,23,20-24,2,0,2,0,0,0,0
2915,76 25  2,ZZ6,76,25,2,76,553428,9,2015,1389,3,1983,999,32,30-34,3,2,1,0,0,0,0
2916,76 26  2,ZZ6,76,26,2,76,553428,9,2015,1389,2,1987,1046,28,25-29,3,0,3,0,0,0,0
2917,76 27  2,ZZ6,76,27,2,76,553428,9,2015,1389,9,1998,1185,17,15-19,1,1,0,0,0,0,0
2918,76 28  2,ZZ6,76,28,2,76,553428,9,2015,1389,4,1999,1192,16,15-19,0,0,0,0,0,0,0
2919,76 29  2,ZZ6,76,29,2,76,553428,9,2015,1389,3,1983,999,32,30-34,6,2,0,1,0,2,1
2920,76 29  7,ZZ6,76,29,7,76,553428,9,2015,1389,6,2000,1206,15,15-19,0,0,0,0,0,0,0
2921,76 29  8,ZZ6,76,29,8,76,553428,9,2015,1389,11,1997,1175,17,15-19,0,0,0,0,0,0,0
2922,76 29  9,ZZ6,76,29,9,76,553428,9,2015,1389,4,1998,1180,17,15-19,0,0,0,0,0,0,0
2923,77  1  1,ZZ6,77,1,1,77,1248264,7,2015,1387,2,1996,1154,19,15-19,1,0,1,0,0,0,0
2924,77  3  1,ZZ6,77,3,1,77,1248264,7,2015,1387,7,1969,835,46,45-49,7,3,1,1,1,0,1
2925,77  5  1,ZZ6,77,5,1,77,1248264,7,2015,1387,6,1980,966,35,35-39,8,2,3,0,1,1,1
2926,77  6  2,ZZ6,77,6,2,77,1248264,7,2015,1387,11,1979,959,35,35-39,4,1,3,0,0,0,0
2927,77  8  2,ZZ6,77,8,2,77,1248264,7,2015,1387,12,1986,1044,28,25-29,2,0,1,0,0,1,0
2928,77  9  1,ZZ6,77,9,1,77,1248264,7,2015,1387,10,1979,958,35,35-39,5,1,3,1,0,0,0
2929,77 11  2,ZZ6,77,11,2,77,1248264,7,2015,1387,1,1995,1141,20,20-24,2,0,0,0,0,0,2
2930,77 12  2,ZZ6,77,12,2,77,1248264,7,2015,1387,1,1993,1117,22,20-24,3,0,2,1,0,0,0
2931,77 13  2,ZZ6,77,13,2,77,1248264,7,2015,1387,2,1989,1070,26,25-29,4,1,2,0,0,0,1
2932,77 14  2,ZZ6,77,14,2,77,1248264,7,2015,1387,4,1994,1132,21,20-24,2,0,2,0,0,0,0
2933,77 15  2,ZZ6,77,15,2,77,1248264,7,2015,1387,4,1986,1036,29,25-29,2,0,1,0,1,0,0
2934,77 15  5,ZZ6,77,15,5,77,1248264,7,2015,1387,12,1999,1200,15,15-19,0,0,0,0,0,0,0
2935,77 16  2,ZZ6,77,16,2,77,1248264,7,2015,1387,1,1975,901,40,40-44,4,1,2,0,1,0,0
2936,77 17  2,ZZ6,77,17,2,77,1248264,7,2015,1387,3,1974,891,41,40-44,7,3,3,0,0,1,0
2937,77 18  2,ZZ6,77,18,2,77,1248264,7,2015,1387,11,1986,1043,28,25-29,5,3,0,0,1,1,0
2938,77 19  2,ZZ6,77,19,2,77,1248264,7,2015,1387,10,1974,898,40,40-44,1,0,0,1,0,0,0
2939,77 20  2,ZZ6,77,20,2,77,1248264,7,2015,1387,6,1980,966,35,35-39,5,1,2,0,0,0,2
2940,77 20  9,ZZ6,77,20,9,77,1248264,7,2015,1387,2,1990,1082,25,25-29,3,1,2,0,0,0,0
2941,77 21  2,ZZ6,77,21,2,77,1248264,7,2015,1387,1,1969,829,46,45-49,0,0,0,0,0,0,0
2942,77 22  1,ZZ6,77,22,1,77,1248264,7,2015,1387,4,1969,832,46,45-49,7,0,1,4,1,0,1
2943,77 23  2,ZZ6,77,23,2,77,1248264,7,2015,1387,9,1993,1125,21,20-24,1,0,0,0,0,0,1
2944,77 23  3,ZZ6,77,23,3,77,1248264,7,2015,1387,5,1987,1049,28,25-29,1,1,0,0,0,0,0
2945,77 26  2,ZZ6,77,26,2,77,1248264,7,2015,1387,11,1985,1031,29,25-29,4,1,2,0,0,1,0
2946,77 28  3,ZZ6,77,28,3,77,1248264,7,2015,1387,11,1974,899,40,40-44,5,1,1,0,1,0,2
2947,77 29  2,ZZ6,77,29,2,77,1248264,7,2015,1387,7,1995,1147,20,20-24,1,1,0,0,0,0,0
2948,77 30  2,ZZ6,77,30,2,77,1248264,7,2015,1387,1,1987,1045,28,25-29,5,2,0,0,1,0,2
2949,77 31  3,ZZ6,77,31,3,77,1248264,7,2015,1387,1,1990,1081,25,25-29,0,0,0,0,0,0,0
2950,78  1  2,ZZ6,78,1,2,78,1147836,7,2015,1387,1,1979,949,36,35-39,5,2,0,0,1,2,0
2951,78  2  2,ZZ6,78,2,2,78,1147836,7,2015,1387,2,1990,1082,25,25-29,3,2,1,0,0,0,0
2952,78  2  6,ZZ6,78,2,6,78,1147836,7,2015,1387,2,1993,1118,22,20-24,3,1,2,0,0,0,0
2953,78  3  2,ZZ6,78,3,2,78,1147836,7,2015,1387,9,1979,957,35,35-39,7,3,1,2,0,1,0
2954,78  4  2,ZZ6,78,4,2,78,1147836,7,2015,1387,8,1985,1028,29,25-29,4,1,1,0,1,1,0
2955,78  5  4,ZZ6,78,5,4,78,1147836,7,2015,1387,6,1995,1146,20,20-24,1,0,1,0,0,0,0
2956,78  6  2,ZZ6,78,6,2,78,1147836,7,2015,1387,4,1997,1168,18,15-19,1,1,0,0,0,0,0
2957,78  8  3,ZZ6,78,8,3,78,1147836,7,2015,1387,12,1996,1164,18,15-19,2,0,2,0,0,0,0
2958,78  9  2,ZZ6,78,9,2,78,1147836,7,2015,1387,7,1980,967,35,35-39,5,3,0,2,0,0,0
2959,78 10  2,ZZ6,78,10,2,78,1147836,7,2015,1387,11,1984,1019,30,30-34,6,1,4,0,0,0,1
2960,78 11  2,ZZ6,78,11,2,78,1147836,7,2015,1387,1,1993,1117,22,20-24,1,0,1,0,0,0,0
2961,78 12  1,ZZ6,78,12,1,78,1147836,7,2015,1387,7,1975,907,40,40-44,4,1,3,0,0,0,0
2962,78 12  3,ZZ6,78,12,3,78,1147836,7,2015,1387,6,1995,1146,20,20-24,1,0,0,0,0,0,1
2963,78 12  6,ZZ6,78,12,6,78,1147836,7,2015,1387,1,2000,1201,15,15-19,1,1,0,0,0,0,0
2964,78 13  2,ZZ6,78,13,2,78,1147836,7,2015,1387,11,1991,1103,23,20-24,2,1,1,0,0,0,0
2965,78 13  3,ZZ6,78,13,3,78,1147836,7,2015,1387,5,2000,1205,15,15-19,0,0,0,0,0,0,0
2966,78 14  2,ZZ6,78,14,2,78,1147836,7,2015,1387,7,1984,1015,31,30-34,5,1,3,0,0,1,0
2967,78 15  1,ZZ6,78,15,1,78,1147836,7,2015,1387,3,1980,963,35,35-39,7,1,3,0,1,2,0
2968,78 15  3,ZZ6,78,15,3,78,1147836,7,2015,1387,1,1999,1189,16,15-19,1,1,0,0,0,0,0
2969,78 19  2,ZZ6,78,19,2,78,1147836,7,2015,1387,4,1995,1144,20,20-24,2,1,1,0,0,0,0
2970,78 21  2,ZZ6,78,21,2,78,1147836,7,2015,1387,2,1975,902,40,40-44,7,4,1,1,0,1,0
2971,78 21  7,ZZ6,78,21,7,78,1147836,7,2015,1387,2,1993,1118,22,20-24,1,0,1,0,0,0,0
2972,78 22  1,ZZ6,78,22,1,78,1147836,7,2015,1387,2,1967,806,48,45-49,9,1,1,2,5,0,0
2973,78 23  3,ZZ6,78,23,3,78,1147836,7,2015,1387,2,1990,1082,25,25-29,4,1,1,2,0,0,0
2974,78 27  3,ZZ6,78,27,3,78,1147836,7,2015,1387,12,1996,1164,18,15-19,0,0,0,0,0,0,0
2975,78 28  2,ZZ6,78,28,2,78,1147836,7,2015,1387,4,1970,844,45,45-49,4,2,2,0,0,0,0
2976,78 31  1,ZZ6,78,31,1,78,1147836,7,2015,1387,7,1975,907,40,40-44,5,1,1,1,2,0,0
2977,79  2  4,ZZ6,79,2,4,79,953675,8,2015,1388,8,1999,1196,16,15-19,0,0,0,0,0,0,0
2978,79  2  5,ZZ6,79,2,5,79,953675,8,2015,1388,4,1996,1156,19,15-19,0,0,0,0,0,0,0
2979,79  2  9,ZZ6,79,2,9,79,953675,8,2015,1388,3,1999,1191,16,15-19,0,0,0,0,0,0,0
2980,79  2 10,ZZ6,79,2,10,79,953675,8,2015,1388,4,2000,1204,15,15-19,0,0,0,0,0,0,0
2981,79  2 11,ZZ6,79,2,11,79,953675,8,2015,1388,6,1996,1158,19,15-19,0,0,0,0,0,0,0
2982,79  2 14,ZZ6,79,2,14,79,953675,8,2015,1388,6,1988,1062,27,25-29,0,0,0,0,0,0,0
2983,79  3  1,ZZ6,79,3,1,79,953675,8,2015,1388,3,1975,903,40,40-44,4,1,0,0,1,2,0
2984,79  4  2,ZZ6,79,4,2,79,953675,8,2015,1388,6,1990,1086,25,25-29,3,1,2,0,0,0,0
2985,79  5  2,ZZ6,79,5,2,79,953675,8,2015,1388,1,1989,1069,26,25-29,0,0,0,0,0,0,0
2986,79  5  5,ZZ6,79,5,5,79,953675,8,2015,1388,2,1996,1154,19,15-19,0,0,0,0,0,0,0
2987,79  5  7,ZZ6,79,5,7,79,953675,8,2015,1388,3,2000,1203,15,15-19,0,0,0,0,0,0,0
2988,79  5  8,ZZ6,79,5,8,79,953675,8,2015,1388,6,2000,1206,15,15-19,0,0,0,0,0,0,0
2989,79  6  2,ZZ6,79,6,2,79,953675,8,2015,1388,2,1983,998,32,30-34,1,0,1,0,0,0,0
2990,79  6  5,ZZ6,79,6,5,79,953675,8,2015,1388,8,2000,1208,15,15-19,0,0,0,0,0,0,0
2991,79  7  2,ZZ6,79,7,2,79,953675,8,2015,1388,2,1986,1034,29,25-29,3,0,3,0,0,0,0
2992,79  7  7,ZZ6,79,7,7,79,953675,8,2015,1388,7,2000,1207,15,15-19,0,0,0,0,0,0,0
2993,79  7  8,ZZ6,79,7,8,79,953675,8,2015,1388,5,1995,1145,20,20-24,0,0,0,0,0,0,0
2994,79  8  2,ZZ6,79,8,2,79,953675,8,2015,1388,5,1985,1025,30,30-34,2,1,1,0,0,0,0
2995,79  8  3,ZZ6,79,8,3,79,953675,8,2015,1388,4,1997,1168,18,15-19,0,0,0,0,0,0,0
2996,79  8 10,ZZ6,79,8,10,79,953675,8,2015,1388,2,1998,1178,17,15-19,0,0,0,0,0,0,0
2997,79  9  3,ZZ6,79,9,3,79,953675,8,2015,1388,5,1994,1133,21,20-24,0,0,0,0,0,0,0
2998,79 10  2,ZZ6,79,10,2,79,953675,8,2015,1388,6,1990,1086,25,25-29,0,0,0,0,0,0,0
2999,79 11  2,ZZ6,79,11,2,79,953675,8,2015,1388,9,1993,1125,21,20-24,2,1,0,0,0,1,0
3000,79 12  2,ZZ6,79,12,2,79,953675,8,2015,1388,8,1974,896,41,40-44,4,1,2,1,0,0,0
3001,79 12  3,ZZ6,79,12,3,79,953675,8,2015,1388,3,2000,1203,15,15-19,0,0,0,0,0,0,0
3002,79 13  2,ZZ6,79,13,2,79,953675,8,2015,1388,2,1979,950,36,35-39,5,3,0,0,2,0,0
3003,79 13  3,ZZ6,79,13,3,79,953675,8,2015,1388,8,1993,1124,22,20-24,2,1,1,0,0,0,0
3004,79 14  2,ZZ6,79,14,2,79,953675,8,2015,1388,2,1994,1130,21,20-24,1,1,0,0,0,0,0
3005,79 14  5,ZZ6,79,14,5,79,953675,8,2015,1388,12,1990,1092,24,20-24,2,0,2,0,0,0,0
3006,79 15  2,ZZ6,79,15,2,79,953675,8,2015,1388,5,1978,941,37,35-39,7,4,3,0,0,0,0
3007,79 15  4,ZZ6,79,15,4,79,953675,8,2015,1388,2,1998,1178,17,15-19,0,0,0,0,0,0,0
3008,79 16  2,ZZ6,79,16,2,79,953675,8,2015,1388,3,1985,1023,30,30-34,1,0,0,0,0,1,0
3009,79 16  4,ZZ6,79,16,4,79,953675,8,2015,1388,2,1999,1190,16,15-19,0,0,0,0,0,0,0
3010,79 17  2,ZZ6,79,17,2,79,953675,8,2015,1388,4,1995,1144,20,20-24,2,1,1,0,0,0,0
3011,79 18  2,ZZ6,79,18,2,79,953675,8,2015,1388,4,1983,1000,32,30-34,4,1,2,0,1,0,0
3012,79 18  6,ZZ6,79,18,6,79,953675,8,2015,1388,9,1997,1173,17,15-19,1,0,0,1,0,0,0
3013,79 19  2,ZZ6,79,19,2,79,953675,8,2015,1388,1,1992,1105,23,20-24,2,1,0,0,1,0,0
3014,79 20  2,ZZ6,79,20,2,79,953675,8,2015,1388,2,1986,1034,29,25-29,2,0,2,0,0,0,0
3015,79 20  3,ZZ6,79,20,3,79,953675,8,2015,1388,3,1988,1059,27,25-29,2,0,1,0,0,0,1
3016,79 21  2,ZZ6,79,21,2,79,953675,8,2015,1388,4,1986,1036,29,25-29,3,1,1,1,0,0,0
3017,79 23  2,ZZ6,79,23,2,79,953675,8,2015,1388,7,1989,1075,26,25-29,0,0,0,0,0,0,0
3018,79 23  7,ZZ6,79,23,7,79,953675,8,2015,1388,2,2000,1202,15,15-19,0,0,0,0,0,0,0
3019,79 24  2,ZZ6,79,24,2,79,953675,8,2015,1388,9,1967,813,47,45-49,6,4,2,0,0,0,0
3020,79 24  6,ZZ6,79,24,6,79,953675,8,2015,1388,5,2000,1205,15,15-19,0,0,0,0,0,0,0
3021,79 24  9,ZZ6,79,24,9,79,953675,8,2015,1388,2,1983,998,32,30-34,1,0,0,1,0,0,0
3022,79 25  1,ZZ6,79,25,1,79,953675,8,2015,1388,1,1970,841,45,45-49,8,6,2,0,0,0,0
