,hhid,Country code and phase,Cluster number,Household number,Respondent's line number,Ultimate area unit,Household sample weight,Month of interview,Year of interview,Date of interview,Number of household members,Number of eligible women in household,Number of eligible men in household,Number of de jure members,Number of de facto members,Number of children 5 and under (de jure),Result of household interview,Day of interview,Number of visits,Interviewer identification,Keyer identification,Ever-married sample,Primary sampling unit,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Place of residence,Household selected for male interview,Household weight for male subsample,Field supervisor,Field editor,Office editor,Number of eligible children for height and weight,Cluster altitude in meters,Total adults measured,Household selected for hemoglobin,Household selected for Domestic Violence module,Source of drinking water,Source of non-drinking water,Time to get to water source (minutes),Type of toilet facility,Has electricity,Has radio,Age of head of household
919,32 21,ZZ6,32,21,1,32,1762246,9,2015,1389,10,2,0,10,10,0,completed,8,1,241,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,60,flush to septic tank,yes,yes,54
920,32 22,ZZ6,32,22,1,32,1762246,9,2015,1389,2,1,1,2,2,0,completed,8,1,66,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,men's survey,1389370,231,152,2,0,NA,2,selected,household selected,public tap/standpipe,NA,30,flush to piped sewer system,yes,yes,30
921,32 23,ZZ6,32,23,1,32,1762246,9,2015,1389,4,1,0,4,4,0,completed,7,1,241,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,60,ventilated improved pit latrine (vip),yes,yes,75
922,32 24,ZZ6,32,24,1,32,1762246,9,2015,1389,4,2,1,4,4,0,completed,8,1,66,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,men's survey,1389370,231,152,2,0,NA,3,selected,household selected,public tap/standpipe,NA,20,flush to septic tank,yes,yes,55
923,32 25,ZZ6,32,25,1,32,1762246,9,2015,1389,3,1,0,3,3,1,completed,7,2,241,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,,flush to septic tank,yes,yes,30
924,32 26,ZZ6,32,26,1,32,1762246,9,2015,1389,4,1,0,4,4,0,completed,10,1,241,15,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,30,flush to septic tank,yes,yes,76
925,32 27,ZZ6,32,27,1,32,1762246,9,2015,1389,5,1,1,5,5,1,completed,6,1,66,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,men's survey,1389370,231,152,2,1,NA,2,selected,household selected,public tap/standpipe,NA,30,flush to septic tank,yes,yes,46
926,32 28,ZZ6,32,28,2,32,1762246,9,2015,1389,6,3,0,6,6,1,completed,6,1,246,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,bottled water or sachets,NA,5,pit latrine with slab,yes,yes,58
927,32 29,ZZ6,32,29,1,32,1762246,9,2015,1389,5,1,1,5,5,0,completed,6,1,66,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,men's survey,1389370,231,152,2,0,NA,2,selected,household selected,public tap/standpipe,NA,30,flush to septic tank,yes,yes,42
928,32 30,ZZ6,32,30,2,32,1762246,9,2015,1389,6,1,0,6,6,1,completed,8,1,246,14,all woman sample,32,15,region 3 - urban,region 3,urban,NA,not selected,0,231,152,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,10,flush to septic tank,yes,yes,60
929,33  1,ZZ6,33,1,1,33,360599,8,2015,1388,4,0,0,4,4,0,completed,19,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine without slab/open pit,no,yes,60
930,33  3,ZZ6,33,3,1,33,360599,8,2015,1388,4,1,0,4,4,1,completed,20,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,11,pit latrine with slab,no,yes,55
931,33  4,ZZ6,33,4,1,33,360599,8,2015,1388,9,1,4,9,9,4,completed,19,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,3,NA,5,selected,household selected,piped to yard/plot,NA,0,pit latrine without slab/open pit,yes,yes,45
932,33  5,ZZ6,33,5,1,33,360599,8,2015,1388,11,1,5,11,11,0,completed,21,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,0,NA,6,selected,household selected,piped into dwelling,NA,0,pit latrine without slab/open pit,yes,yes,66
933,33  6,ZZ6,33,6,1,33,360599,8,2015,1388,9,2,0,9,9,2,completed,21,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,35,no facility/bush/field,no,no,48
934,33  7,ZZ6,33,7,1,33,360599,8,2015,1388,6,1,1,6,6,2,completed,20,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,2,selected,household selected,rainwater,NA,0,pit latrine without slab/open pit,no,yes,36
935,33  8,ZZ6,33,8,1,33,360599,8,2015,1388,7,2,1,7,7,4,completed,20,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,4,NA,3,selected,household selected,public tap/standpipe,NA,30,no facility/bush/field,no,no,29
936,33  9,ZZ6,33,9,1,33,360599,8,2015,1388,9,4,3,8,9,0,completed,19,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,0,NA,7,selected,household selected,public tap/standpipe,NA,4,pit latrine with slab,no,yes,62
937,33 10,ZZ6,33,10,1,33,360599,8,2015,1388,1,1,0,1,1,0,completed,19,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,10,pit latrine with slab,no,yes,47
938,33 11,ZZ6,33,11,1,33,360599,8,2015,1388,3,0,0,3,3,0,completed,20,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,protected well,NA,6,pit latrine with slab,no,yes,32
939,33 12,ZZ6,33,12,1,33,360599,8,2015,1388,6,3,0,6,6,1,completed,21,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,protected well,NA,35,pit latrine without slab/open pit,no,yes,38
940,33 13,ZZ6,33,13,2,33,360599,8,2015,1388,9,2,1,9,9,3,completed,21,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,3,NA,3,selected,household selected,public tap/standpipe,NA,32,no facility/bush/field,no,no,45
941,33 14,ZZ6,33,14,1,33,360599,8,2015,1388,7,3,1,7,7,2,completed,19,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,0,NA,4,selected,household selected,public tap/standpipe,NA,10,ventilated improved pit latrine (vip),no,yes,47
942,33 15,ZZ6,33,15,1,33,360599,8,2015,1388,7,3,2,4,7,1,completed,19,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,5,selected,household selected,public tap/standpipe,NA,20,pit latrine with slab,no,no,67
943,33 16,ZZ6,33,16,1,33,360599,8,2015,1388,6,1,0,6,6,0,completed,20,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,12,pit latrine with slab,no,yes,42
944,33 17,ZZ6,33,17,1,33,360599,8,2015,1388,14,4,0,14,14,4,completed,21,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,piped into dwelling,NA,0,pit latrine without slab/open pit,no,yes,52
945,33 18,ZZ6,33,18,2,33,360599,8,2015,1388,2,1,0,2,1,0,completed,23,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,30,no facility/bush/field,no,yes,36
946,33 19,ZZ6,33,19,1,33,360599,8,2015,1388,12,2,0,12,12,1,completed,19,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,piped into dwelling,NA,0,pit latrine without slab/open pit,yes,yes,49
947,33 20,ZZ6,33,20,1,33,360599,8,2015,1388,5,4,0,5,5,1,completed,21,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,4,selected,household selected,piped into dwelling,NA,0,pit latrine without slab/open pit,no,yes,40
948,33 21,ZZ6,33,21,1,33,360599,8,2015,1388,5,1,1,5,5,2,completed,21,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,2,selected,household selected,public tap/standpipe,NA,16,pit latrine with slab,no,yes,25
949,33 22,ZZ6,33,22,1,33,360599,8,2015,1388,8,3,0,8,8,0,completed,19,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,piped to yard/plot,NA,0,ventilated improved pit latrine (vip),no,yes,50
950,33 23,ZZ6,33,23,1,33,360599,8,2015,1388,4,1,2,4,4,0,completed,19,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,0,NA,3,selected,household selected,public tap/standpipe,NA,8,flush to pit latrine,no,yes,49
951,33 24,ZZ6,33,24,1,33,360599,8,2015,1388,4,1,1,4,4,0,completed,20,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,0,NA,2,selected,household selected,public tap/standpipe,NA,15,pit latrine with slab,no,yes,25
952,33 25,ZZ6,33,25,1,33,360599,8,2015,1388,13,6,1,13,13,1,completed,19,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,7,selected,household selected,piped to yard/plot,NA,0,pit latrine with slab,no,yes,39
953,33 26,ZZ6,33,26,3,33,360599,8,2015,1388,5,1,0,5,5,1,completed,20,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,20,ventilated improved pit latrine (vip),no,no,68
954,33 27,ZZ6,33,27,1,33,360599,8,2015,1388,7,3,0,7,7,1,completed,20,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,18,pit latrine with slab,no,no,49
955,33 28,ZZ6,33,28,1,33,360599,8,2015,1388,4,1,1,4,4,1,completed,20,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,1,NA,2,selected,household selected,protected well,NA,45,pit latrine without slab/open pit,no,yes,27
956,33 29,ZZ6,33,29,3,33,360599,8,2015,1388,12,3,0,12,12,3,completed,19,1,244,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,public tap/standpipe,NA,14,no facility/bush/field,no,yes,71
957,33 30,ZZ6,33,30,3,33,360599,8,2015,1388,8,2,2,8,8,2,completed,20,1,156,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,men's survey,288704,151,242,1,2,NA,4,selected,household selected,public tap/standpipe,NA,0,flush to pit latrine,no,yes,42
958,33 31,ZZ6,33,31,1,33,360599,8,2015,1388,3,1,0,3,3,0,completed,21,1,225,12,all woman sample,33,8,region 3 - urban,region 3,urban,NA,not selected,0,151,242,1,0,NA,0,not selected,household selected,piped into dwelling,NA,0,pit latrine without slab/open pit,no,yes,35
959,34  1,ZZ6,34,1,1,34,751992,8,2015,1388,17,4,0,17,17,3,completed,26,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine with slab,yes,yes,65
960,34  2,ZZ6,34,2,1,34,751992,8,2015,1388,8,0,0,8,8,0,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,15,pit latrine with slab,yes,yes,83
961,34  3,ZZ6,34,3,1,34,751992,8,2015,1388,11,4,3,11,11,1,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,1,NA,7,selected,household selected,protected well,NA,0,pit latrine with slab,no,yes,65
962,34  4,ZZ6,34,4,1,34,751992,8,2015,1388,5,1,1,5,5,1,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,0,NA,2,selected,household selected,public tap/standpipe,NA,30,pit latrine with slab,yes,yes,68
963,34  5,ZZ6,34,5,1,34,751992,8,2015,1388,17,5,2,17,17,3,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,7,selected,household selected,protected well,NA,20,pit latrine with slab,yes,yes,70
964,34  6,ZZ6,34,6,2,34,751992,8,2015,1388,9,4,2,9,9,2,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,1,NA,6,selected,household selected,protected well,NA,30,pit latrine with slab,no,yes,42
965,34  7,ZZ6,34,7,1,34,751992,8,2015,1388,19,6,3,19,19,4,completed,24,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,9,selected,household selected,public tap/standpipe,NA,60,pit latrine with slab,yes,yes,64
966,34  8,ZZ6,34,8,2,34,751992,8,2015,1388,5,3,0,5,5,0,completed,22,1,155,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,72
967,34  9,ZZ6,34,9,1,34,751992,8,2015,1388,7,2,0,7,7,2,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,15,pit latrine with slab,yes,no,43
968,34 10,ZZ6,34,10,1,34,751992,8,2015,1388,3,1,1,3,3,0,completed,25,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,0,NA,2,selected,household selected,bottled water or sachets,NA,8,pit latrine with slab,yes,yes,38
969,34 11,ZZ6,34,11,1,34,751992,8,2015,1388,2,0,0,2,2,0,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine with slab,no,no,58
970,34 12,ZZ6,34,12,1,34,751992,8,2015,1388,5,2,0,5,5,0,completed,25,1,175,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,bottled water or sachets,NA,8,pit latrine with slab,yes,yes,48
971,34 13,ZZ6,34,13,1,34,751992,8,2015,1388,5,3,0,5,5,0,completed,30,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,15,pit latrine with slab,yes,yes,31
972,34 14,ZZ6,34,14,1,34,751992,8,2015,1388,6,1,0,6,6,0,completed,25,3,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,0,NA,1,selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,64
973,34 15,ZZ6,34,15,1,34,751992,8,2015,1388,14,4,4,14,14,3,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,8,selected,household selected,protected well,NA,0,pit latrine with slab,yes,yes,61
974,34 17,ZZ6,34,17,1,34,751992,8,2015,1388,5,1,1,5,5,1,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,1,NA,2,selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,33
975,34 18,ZZ6,34,18,2,34,751992,8,2015,1388,9,3,1,9,9,3,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,3,NA,4,selected,household selected,protected well,NA,30,pit latrine with slab,no,yes,34
976,34 19,ZZ6,34,19,1,34,751992,8,2015,1388,10,2,0,10,10,2,completed,26,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,36
977,34 20,ZZ6,34,20,1,34,751992,8,2015,1388,1,0,0,1,1,0,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,public tap/standpipe,NA,40,pit latrine with slab,yes,yes,49
978,34 21,ZZ6,34,21,1,34,751992,8,2015,1388,9,2,3,9,9,3,completed,24,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,5,selected,household selected,protected well,NA,10,pit latrine with slab,no,no,30
979,34 22,ZZ6,34,22,1,34,751992,8,2015,1388,7,2,0,7,7,1,completed,24,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,public tap/standpipe,NA,45,pit latrine with slab,yes,yes,32
980,34 23,ZZ6,34,23,1,34,751992,8,2015,1388,4,1,0,4,4,1,completed,28,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,0,ventilated improved pit latrine (vip),yes,yes,30
981,34 24,ZZ6,34,24,1,34,751992,8,2015,1388,7,1,2,7,7,2,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,3,selected,household selected,public tap/standpipe,NA,60,pit latrine with slab,yes,yes,44
982,34 25,ZZ6,34,25,1,34,751992,8,2015,1388,7,1,1,7,7,1,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,1,NA,2,selected,household selected,protected well,NA,16,pit latrine with slab,yes,yes,80
983,34 26,ZZ6,34,26,2,34,751992,8,2015,1388,7,1,0,7,7,1,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,55
984,34 27,ZZ6,34,27,1,34,751992,8,2015,1388,2,1,0,2,2,0,completed,25,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,48
985,34 28,ZZ6,34,28,2,34,751992,8,2015,1388,2,1,0,2,2,0,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine with slab,yes,yes,32
986,34 29,ZZ6,34,29,2,34,751992,8,2015,1388,7,1,0,7,7,2,completed,23,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,not selected,0,161,162,8,0,NA,0,not selected,household selected,protected well,NA,20,flush to septic tank,yes,yes,54
987,34 30,ZZ6,34,30,1,34,751992,8,2015,1388,7,3,0,7,7,3,completed,22,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,2,NA,3,selected,household selected,unprotected well,NA,15,pit latrine with slab,yes,no,39
988,34 31,ZZ6,34,31,1,34,751992,8,2015,1388,5,2,2,5,5,1,completed,24,1,115,17,all woman sample,34,27,region 2 - urban,region 2,urban,NA,men's survey,593570,161,162,8,1,NA,4,selected,household selected,protected well,NA,15,pit latrine with slab,no,yes,45
989,35  1,ZZ6,35,1,1,35,1232914,7,2015,1387,4,0,1,4,4,2,completed,26,1,56,23,all woman sample,35,19,region 4 - rural,region 4,rural,NA,men's survey,1413217,51,52,6,2,NA,1,selected,household selected,protected well,NA,10,pit latrine with slab,no,no,25
990,35  2,ZZ6,35,2,1,35,1232914,7,2015,1387,4,1,1,4,4,1,completed,25,1,126,23,all woman sample,35,19,region 4 - rural,region 4,rural,NA,men's survey,1413217,51,52,6,1,NA,2,selected,household selected,protected well,NA,15,pit latrine without slab/open pit,no,yes,35
991,35  3,ZZ6,35,3,1,35,1232914,7,2015,1387,4,2,0,4,4,0,completed,26,1,56,23,all woman sample,35,19,region 4 - rural,region 4,rural,NA,not selected,0,51,52,6,0,NA,0,not selected,household selected,tube well or borehole,NA,15,no facility/bush/field,no,no,60
992,35  4,ZZ6,35,4,1,35,1232914,7,2015,1387,7,1,3,7,7,1,completed,26,1,56,23,all woman sample,35,19,region 4 - rural,region 4,rural,NA,men's survey,1413217,51,52,6,1,NA,4,selected,household selected,protected well,NA,5,pit latrine without slab/open pit,no,no,49
993,35  5,ZZ6,35,5,1,35,1232914,7,2015,1387,2,0,1,2,2,0,completed,27,1,126,23,all woman sample,35,19,region 4 - rural,region 4,rural,NA,men's survey,1413217,51,52,6,0,NA,1,selected,household selected,unprotected spring,NA,30,no facility/bush/field,no,no,45
